71
72
71
71
71
72
71
71
72
72
72
72
72
72
72
73
73
72
72
70
67
60
50
34
17
8
4
4
4
4
3
3
3
3
3
3
3
3
3
3
4
4
5
13
16
49
70
72
70
57
30
5
4
6
22
38
53
71
73
72
68
41
15
4
4
7
27
54
72
75
75
75
75
75
75
76
76
77
77
77
76
76
76
76
73
73
73
73
72
70
67
53
38
21
7
4
3
4
6
20
38
61
68
71
72
72
70
67
57
34
19
7
4
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
4
4
6
16
48
62
71
71
72
73
73
73
